Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
1st (59),3:40,13,0,5,5,17,0,0,19,3,0,1,5,8,7,no,10,4,0,2,3,4,2,0
2nd (54),2:40,5,-3,7,7,17,18,3,0,3,1,4,5,12,3,no,13,3,5,0,1,2,2,1
3rd (48),5:07,12,-1,7,7,8,0,4,11,2,1,0,12,11,8,no,11,1,0,2,3,3,4,2
4th (47),3:59,0,-4,7,3,13,0,14,14,2,0,3,5,8,4,no,9,2,0,2,2,7,3,2
5th (47),4:40,14,-1,0,15,19,0,0,0,3,1,3,18,11,10,yes,1,4,0,0,5,2,2,1
6th (44),2:50,5,-2,4,0,12,25,0,0,0,4,5,12,5,3,no,14,2,7,0,1,1,1,2
7th (38),4:05,0,-2,9,10,13,1,4,3,3,3,3,4,6,0,no,12,4,1,1,0,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),5:15,8,-1,7,3,5,31,9,0,3,1,3,18,13,3,no,14,1,7,0,2,6,1,0
2nd (60),2:23,13,0,5,7,3,0,5,27,2,0,0,8,13,6,no,11,1,0,4,3,2,5,1
3rd (59),3:09,13,-1,3,20,12,1,0,11,4,0,1,10,18,8,no,8,2,1,1,3,3,3,1
4th (54),3:15,4,-4,5,10,8,31,0,0,3,1,2,10,10,3,no,12,1,7,0,2,2,1,1
5th (53),3:54,1,-4,8,3,24,13,3,5,3,0,3,17,24,1,no,9,4,3,1,1,5,3,1
6th (44),3:24,5,-2,2,0,17,10,4,8,0,1,3,14,6,6,no,13,4,3,1,3,4,0,2
7th (44),4:10,5,-3,0,5,28,0,2,7,3,0,2,15,8,5,no,10,7,0,1,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),5:56,3,-4,3,3,8,34,9,8,3,0,4,22,12,2,no,9,1,5,2,1,7,2,0
2nd (60),5:06,18,0,11,7,10,0,8,6,2,1,1,10,8,9,no,11,2,0,1,4,6,2,0
3rd (59),4:36,18,0,7,5,20,0,3,6,3,1,0,12,16,6,no,10,3,0,1,3,3,3,1
4th (59),4:10,5,-4,2,0,27,25,4,0,0,1,4,14,12,3,no,14,6,6,0,1,1,1,2
5th (52),3:07,0,-6,8,10,29,0,5,6,3,0,4,10,10,0,no,12,7,0,1,0,3,2,2
6th (49),4:05,9,-3,1,7,13,0,0,22,3,1,0,6,6,5,no,13,3,0,3,3,1,3,1
7th (36),3:50,9,-3,6,20,0,2,2,0,4,0,2,10,20,8,no,8,0,2,0,4,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:19,18,0,10,10,19,1,3,0,3,0,1,8,9,6,no,12,4,1,0,3,4,2,1
2nd (60),2:35,5,-3,0,3,12,43,0,0,2,1,5,12,9,3,no,14,3,9,0,1,0,3,1
3rd (55),3:55,9,-1,2,7,13,0,0,25,3,0,0,10,8,8,no,13,3,0,4,4,2,2,0
4th (52),3:35,0,-4,5,20,25,0,6,0,4,0,2,11,11,0,no,8,5,0,0,0,6,3,0
5th (50),3:32,8,-3,7,5,13,0,7,13,3,0,1,7,9,7,no,10,3,0,1,3,4,3,1
6th (50),3:52,10,0,5,3,16,0,1,15,1,0,2,7,16,8,no,11,3,0,2,4,3,3,2
7th (49),3:10,0,-5,1,3,0,47,3,0,3,2,4,12,5,0,no,9,0,8,0,0,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),6:14,16,-1,0,3,12,34,0,8,2,0,7,6,6,7,no,14,3,6,2,3,1,3,0
2nd (52),3:27,18,0,4,10,7,2,3,8,3,0,0,14,9,10,no,12,1,2,1,5,2,2,2
3rd (49),3:00,0,-2,1,20,10,0,4,16,4,0,1,14,5,3,no,8,3,0,2,2,4,1,2
4th (47),2:31,5,-3,4,5,11,0,0,25,3,0,1,6,16,6,no,10,2,0,3,3,3,3,1
5th (47),4:22,0,-5,1,3,12,36,0,0,1,0,7,12,4,5,no,9,2,8,0,2,2,1,2
6th (41),3:07,10,0,10,7,4,0,10,0,2,1,1,10,11,8,no,11,1,0,0,3,5,5,1
7th (38),2:51,1,-3,9,7,19,0,5,0,3,0,3,1,12,6,no,13,3,0,0,3,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),5:36,0,-6,0,3,7,62,0,0,3,1,7,6,2,3,no,14,2,11,0,1,0,2,1
2nd (60),2:18,14,-1,3,5,33,0,0,6,2,0,2,8,7,6,no,10,6,0,1,3,5,1,0
3rd (54),3:47,7,-2,7,10,22,0,3,7,3,1,1,21,12,5,no,12,4,0,1,3,4,2,0
4th (53),4:10,14,0,7,10,5,0,6,11,3,0,4,7,14,8,yes,4,2,0,2,3,6,2,0
5th (52),3:39,13,-2,11,7,5,1,3,14,3,0,0,10,28,10,no,13,1,0,3,4,2,4,1
6th (48),2:51,9,-1,2,0,31,0,7,0,0,0,2,8,8,6,no,8,6,0,0,3,3,4,2
7th (44),2:51,0,-5,4,3,6,16,6,14,2,1,2,20,9,2,no,9,1,5,2,1,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:37,8,-2,1,10,17,0,3,22,3,0,1,18,8,3,yes,7,4,0,3,2,3,3,1
2nd (58),2:53,13,-2,6,7,21,1,3,9,3,0,2,3,10,5,no,13,5,1,1,2,4,2,0
3rd (54),3:30,11,-3,2,20,20,0,4,0,4,0,0,13,8,7,no,8,4,0,0,3,3,4,0
4th (53),3:34,0,-5,3,10,4,38,3,0,3,0,6,8,1,0,no,12,1,8,0,0,3,2,1
5th (52),4:19,5,-5,8,7,33,0,4,0,2,0,1,12,20,5,no,11,7,0,0,1,4,4,0
6th (51),3:41,10,-2,8,3,0,26,6,0,3,1,3,12,18,6,no,9,0,5,0,3,2,2,3
7th (42),2:59,15,-1,7,5,4,0,6,6,3,1,3,3,4,9,no,10,1,0,1,4,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),2:03,5,-4,2,3,6,43,4,0,3,0,6,12,10,3,no,9,1,8,0,1,2,4,1
2nd (58),3:09,8,-2,6,20,16,0,10,0,4,0,3,8,7,6,no,8,3,0,0,3,6,2,0
3rd (56),5:48,18,0,7,7,20,0,0,4,2,1,2,10,12,9,no,11,4,0,1,4,2,4,0
4th (51),3:46,17,0,4,5,17,0,8,0,2,0,3,10,4,11,no,10,3,0,0,5,6,2,0
5th (48),5:33,4,-4,3,3,17,0,0,25,3,2,1,16,16,1,no,14,6,0,4,1,2,2,1
6th (41),4:25,8,-3,5,0,19,1,3,8,0,2,3,4,5,4,no,12,4,1,1,2,4,3,1
7th (39),3:37,0,-5,7,7,10,17,3,0,3,2,3,2,8,1,no,13,2,5,0,1,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:30,8,-1,1,3,0,48,0,0,2,1,5,7,6,7,no,14,0,8,1,3,1,2,2
2nd (54),2:48,5,-3,0,20,32,0,0,0,4,0,0,8,8,4,no,8,6,0,0,3,2,3,0
3rd (52),3:53,14,-2,9,3,3,9,0,16,2,2,2,4,17,7,no,9,1,3,2,3,2,3,2
4th (48),2:06,5,-2,8,7,19,0,3,8,3,0,0,4,14,10,no,13,3,0,1,4,3,3,1
5th (46),3:25,12,-1,5,10,10,0,5,5,3,1,3,16,4,10,no,12,2,0,1,5,4,2,0
6th (45),4:21,0,-5,5,5,14,0,3,23,3,1,1,13,9,6,no,10,4,0,2,2,3,3,0
7th (33),3:21,3,-1,8,0,18,0,5,0,0,4,1,10,4,7,no,11,4,0,0,3,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:58,12,-1,3,15,29,0,4,0,3,0,0,16,18,5,yes,1,5,0,0,3,2,4,1
2nd (52),4:40,0,-6,1,3,8,43,3,0,3,2,4,14,7,0,no,14,2,9,0,0,2,1,2
3rd (50),3:10,17,-1,3,0,9,10,2,10,2,0,1,22,16,8,no,13,2,2,2,4,3,2,1
4th (49),2:51,10,-1,8,5,19,0,0,8,2,2,0,10,26,9,no,10,3,0,1,4,2,2,2
5th (49),5:49,10,-2,6,3,9,0,5,18,2,2,1,8,14,4,yes,4,2,0,3,2,5,2,0
6th (49),7:36,4,-1,2,3,0,31,4,6,3,2,2,26,13,3,no,9,0,6,1,2,3,1,2
7th (43),3:33,0,-5,8,0,18,17,5,0,0,2,3,18,20,3,no,12,3,5,0,1,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:01,5,-3,4,3,14,31,0,6,3,0,2,15,22,3,no,9,2,6,1,1,2,3,2
2nd (59),4:07,0,-4,1,3,0,55,4,0,2,1,4,20,0,0,no,14,0,10,0,0,3,2,2
3rd (57),4:22,14,-2,5,20,20,0,0,0,4,0,0,14,29,9,no,8,4,0,0,4,1,5,0
4th (56),4:27,0,-6,7,10,24,1,8,12,3,0,3,15,10,0,no,12,5,1,2,0,5,1,1
5th (55),4:43,13,-1,3,7,9,0,0,24,3,2,0,18,16,4,no,13,2,0,3,3,3,2,0
6th (54),3:38,18,0,7,7,11,0,5,6,2,0,2,14,19,14,no,11,3,0,1,6,2,3,1
7th (51),3:50,9,-3,4,5,19,0,3,14,3,0,2,10,10,8,no,10,4,0,1,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:38,16,0,3,20,11,0,0,12,4,2,1,6,10,4,no,8,2,0,1,2,3,3,1
2nd (61),6:09,18,0,6,3,21,2,3,8,3,1,4,6,10,4,no,14,4,2,1,3,4,3,0
3rd (61),5:49,9,-3,6,5,24,0,7,13,3,0,5,10,16,6,no,10,6,0,1,3,4,1,0
4th (60),3:04,18,0,7,7,17,0,2,9,2,1,1,24,24,11,no,11,4,0,1,4,2,3,1
5th (59),4:54,0,-6,2,10,20,16,3,14,3,0,3,24,10,0,no,12,4,4,2,0,1,3,1
6th (48),4:19,0,-5,6,3,0,38,6,0,3,3,4,8,10,0,no,9,0,7,0,0,1,3,3
7th (45),4:35,0,-5,4,7,7,25,7,0,3,0,2,6,4,0,no,13,2,5,1,0,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:56,18,0,1,3,0,36,0,8,3,2,4,21,8,6,no,9,0,7,1,3,2,1,1
2nd (57),3:05,6,-3,4,7,12,10,3,18,3,1,0,10,10,4,no,13,3,3,2,2,1,3,0
3rd (56),2:49,17,0,6,7,21,0,5,0,2,1,3,13,8,10,no,11,4,0,0,4,5,2,0
4th (54),4:13,8,-4,11,20,8,0,11,0,4,0,1,2,19,5,no,8,2,0,0,2,4,5,1
5th (52),4:48,0,-6,3,0,8,36,4,7,0,0,5,10,8,2,no,12,1,8,1,1,4,1,2
6th (49),3:56,9,-2,5,3,23,0,3,8,3,1,1,8,10,7,no,14,5,0,1,4,4,3,0
7th (46),4:27,3,-4,2,10,35,0,0,0,3,0,1,12,13,3,yes,3,7,0,0,2,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),5:55,10,-2,5,5,22,0,3,14,3,0,0,9,17,6,no,10,4,0,1,3,3,3,1
2nd (56),5:24,16,-1,9,3,15,4,10,0,3,2,4,11,9,7,no,9,3,1,0,3,7,1,1
3rd (53),5:21,7,-3,8,3,12,0,6,20,1,0,1,8,20,7,no,8,3,0,2,3,2,4,3
4th (53),3:43,3,-4,3,0,7,38,0,6,0,1,5,9,4,2,no,14,2,8,1,1,3,1,1
5th (51),7:29,13,-1,5,7,14,1,3,9,2,0,3,7,2,9,no,11,2,1,1,4,5,3,0
6th (49),6:22,0,-6,8,10,8,9,7,13,3,0,3,10,8,0,no,12,2,3,2,0,3,4,1
7th (46),6:04,13,-3,3,7,11,5,3,7,3,0,0,18,12,10,no,13,2,3,1,4,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),8:14,8,0,4,7,22,1,5,16,2,0,5,11,10,5,no,11,6,1,2,1,5,1,0
2nd (61),4:21,9,-2,3,5,34,0,2,10,3,0,3,5,12,6,no,10,6,0,0,3,3,2,1
3rd (60),3:01,0,-3,7,20,6,0,9,21,4,0,1,8,9,5,no,8,1,0,2,2,5,3,1
4th (56),3:22,0,-5,5,2,4,50,0,0,1,0,7,8,10,3,no,14,1,9,1,1,3,2,1
5th (50),4:46,9,0,5,10,14,0,3,9,3,0,1,17,12,11,no,12,2,0,1,5,3,4,0
6th (47),4:52,8,-1,2,3,14,4,9,8,3,1,0,20,11,8,no,9,3,1,1,4,2,2,3
7th (45),2:57,5,0,3,7,18,0,0,12,3,1,0,18,23,11,no,13,4,0,2,5,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:00,18,0,3,3,20,0,6,8,2,2,2,24,7,6,no,9,5,0,1,3,4,2,1
2nd (55),2:35,17,-1,5,5,12,0,3,14,3,1,1,12,6,11,no,10,3,0,1,5,2,2,1
3rd (53),5:12,12,-1,1,3,0,38,0,0,3,2,5,11,2,8,no,14,0,8,0,4,2,0,2
4th (52),4:38,0,-6,11,20,23,0,4,0,4,0,2,4,22,0,no,8,4,0,0,0,5,3,2
5th (45),4:30,0,-5,6,10,6,9,0,19,3,2,1,18,16,0,yes,5,1,3,3,0,3,2,1
6th (43),3:28,8,-2,6,7,20,0,4,0,3,1,2,8,15,8,no,13,4,0,0,3,4,3,0
7th (34),4:25,2,-4,5,3,16,0,0,12,1,2,3,4,13,7,yes,4,3,0,2,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (77),2:36,18,0,7,20,11,0,4,17,4,0,1,8,11,6,no,8,2,0,2,3,5,2,0
2nd (66),2:46,18,0,0,5,20,0,0,23,3,0,1,8,8,6,no,10,4,0,2,3,3,2,1
3rd (53),5:58,0,-6,7,3,12,31,6,0,3,2,2,18,12,0,no,14,2,6,1,0,3,3,1
4th (49),4:02,18,0,7,0,12,0,0,12,0,4,1,8,17,10,no,12,3,0,1,5,1,3,1
5th (45),4:27,0,-3,3,0,20,25,0,0,0,3,7,9,8,5,no,13,4,6,0,2,2,1,0
6th (42),4:40,0,-6,7,3,15,4,11,8,2,0,3,3,4,5,no,9,3,2,1,2,5,2,3
7th (34),4:05,0,-3,4,7,14,0,0,12,2,2,2,14,8,5,no,11,4,0,2,1,2,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:37,6,-2,3,5,26,0,3,23,3,0,1,13,11,5,no,10,5,0,2,3,3,2,0
2nd (60),4:25,15,0,4,10,16,0,3,12,3,0,1,9,12,10,yes,6,3,0,1,5,3,3,0
3rd (58),3:15,14,-1,7,10,15,0,13,0,3,0,0,6,17,6,yes,4,3,0,0,2,3,4,3
4th (49),4:09,0,-6,2,10,5,38,0,0,3,2,4,14,0,0,yes,7,2,8,0,0,2,0,2
5th (47),2:46,8,-2,7,3,6,13,3,9,2,0,2,12,15,7,yes,5,1,4,1,3,3,3,1
6th (44),3:15,11,-2,6,3,6,0,6,14,2,2,2,15,8,7,no,9,2,0,2,3,6,2,1
7th (44),2:45,3,-4,2,20,16,0,0,7,4,0,1,10,16,5,no,8,3,0,1,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:23,0,-6,5,3,14,48,0,0,3,0,6,9,22,0,no,14,3,9,0,0,2,2,2
2nd (60),4:07,18,0,4,5,15,0,3,15,3,2,2,23,13,9,no,10,3,0,2,5,2,1,0
3rd (52),4:34,5,-3,3,10,6,31,0,0,3,1,2,4,10,2,yes,2,1,6,0,2,1,2,2
4th (51),2:19,10,-3,7,10,18,0,5,4,3,0,2,14,5,6,no,12,4,0,1,2,5,3,0
5th (50),3:38,9,-2,2,7,5,1,0,28,3,0,0,10,10,6,no,13,2,1,4,3,1,4,0
6th (48),2:30,16,-1,3,7,23,0,0,0,2,2,3,8,4,11,no,11,5,0,0,4,3,2,0
7th (42),3:01,3,-4,10,20,9,0,4,0,4,3,0,13,17,2,no,8,2,0,0,1,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),5:50,0,-6,4,3,10,48,3,0,3,0,5,15,8,0,no,14,2,8,1,0,5,1,1
2nd (55),2:31,18,0,7,7,14,1,8,0,3,1,2,8,7,9,no,13,2,1,0,5,5,1,0
3rd (54),4:01,6,-4,10,7,20,0,9,6,2,0,2,9,12,6,no,11,4,0,1,2,6,3,0
4th (51),2:41,9,-1,2,13,22,0,0,6,3,1,1,8,10,6,no,8,4,0,1,3,0,4,2
5th (48),3:38,11,-1,3,3,20,4,0,8,3,0,1,8,11,9,no,9,4,1,1,4,2,3,2
6th (44),2:34,9,-3,8,5,5,0,4,16,2,2,0,7,17,6,no,10,1,0,2,3,3,3,2
7th (43),2:54,6,-4,4,10,6,0,3,18,3,1,1,16,6,7,no,12,2,0,2,3,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),5:49,0,-4,0,3,14,45,3,0,3,0,7,15,4,2,no,9,4,6,1,1,3,1,1
2nd (58),5:03,17,0,4,3,0,26,0,8,2,0,4,4,11,9,no,14,0,6,1,4,4,3,0
3rd (58),3:24,9,-1,4,7,24,0,0,15,3,0,0,4,14,6,no,13,5,0,2,4,1,3,0
4th (56),4:05,8,-4,12,10,19,0,11,0,3,0,2,12,20,7,no,12,4,0,0,3,4,4,0
5th (54),4:23,14,0,3,10,11,0,9,7,3,2,2,17,4,9,yes,4,2,0,1,3,6,1,0
6th (52),3:17,1,-4,1,3,29,0,0,22,1,2,1,13,12,1,yes,1,5,0,3,1,2,3,1
7th (47),4:12,5,-3,7,5,7,2,6,18,3,0,0,9,9,5,no,10,2,2,1,2,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:35,16,0,5,10,2,0,4,21,3,0,0,16,10,6,yes,4,1,0,3,2,3,4,2
2nd (57),4:03,0,-2,2,3,6,48,0,0,3,1,5,11,15,3,no,9,1,7,1,1,2,2,2
3rd (57),6:17,0,-3,2,3,2,48,5,0,3,0,5,9,3,3,no,14,1,9,0,1,5,1,1
4th (53),4:44,9,0,6,10,5,0,3,20,3,1,0,18,7,6,no,12,1,0,2,3,5,3,0
5th (52),3:08,0,-5,8,7,39,0,3,0,3,0,1,2,15,2,no,13,7,0,0,1,3,3,1
6th (52),3:37,10,-2,6,8,19,0,2,9,2,1,1,6,8,5,no,8,4,0,1,3,2,3,2
7th (51),3:16,8,-1,4,5,23,0,4,8,3,1,2,9,13,6,no,10,4,0,0,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:21,18,0,10,10,11,0,11,9,3,1,2,11,11,5,no,12,2,0,1,3,5,3,0
2nd (66),3:21,18,0,7,7,10,0,6,18,3,0,1,10,10,8,no,13,2,0,2,4,3,3,1
3rd (66),5:35,18,0,4,7,20,1,6,10,2,0,1,16,14,8,no,11,4,1,1,3,1,3,3
4th (63),3:55,0,-6,5,3,0,55,0,6,2,1,3,14,12,0,no,14,0,9,2,0,2,3,1
5th (57),3:10,0,-6,9,20,23,0,11,0,4,1,4,8,11,0,no,8,4,0,0,0,7,2,0
6th (50),5:13,5,-4,11,5,19,1,6,7,3,0,2,6,23,6,no,10,4,1,0,2,3,2,3
7th (48),6:45,3,-4,1,3,20,13,0,12,3,1,2,25,9,5,no,9,5,3,1,2,4,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:47,0,-5,1,3,10,55,0,0,2,0,4,6,8,0,yes,2,3,9,0,0,1,2,1
2nd (62),2:52,17,0,12,10,13,0,10,0,3,0,1,8,13,8,yes,3,2,0,0,4,7,2,0
3rd (60),2:33,15,0,15,7,15,0,8,0,2,1,1,14,24,9,no,11,3,0,0,3,6,2,1
4th (60),4:16,9,-2,0,7,16,10,0,20,3,0,0,14,15,6,no,13,3,3,3,3,0,3,0
5th (56),2:32,8,-3,3,3,13,21,3,8,1,1,5,6,10,2,yes,7,2,6,1,1,2,3,1
6th (45),4:08,8,-4,0,15,15,0,7,4,3,1,2,18,2,5,yes,1,5,0,1,2,2,4,0
7th (36),4:53,1,-4,3,10,13,0,0,13,3,1,0,11,5,4,no,12,3,0,2,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:13,18,0,4,5,24,0,3,13,3,0,0,16,15,6,no,10,4,0,1,4,3,3,0
2nd (58),3:13,9,-2,0,7,0,17,0,27,2,0,3,16,8,6,no,11,0,5,4,2,2,3,0
3rd (57),3:42,16,0,5,13,19,0,4,0,3,0,1,2,12,7,no,8,4,0,0,3,3,3,2
4th (53),4:00,0,-5,1,10,15,26,0,6,3,0,4,11,2,0,no,12,4,5,2,0,2,1,1
5th (51),3:26,10,-2,1,3,26,13,0,0,3,1,5,12,5,8,no,14,6,4,0,3,2,0,2
6th (46),3:48,0,-3,2,3,3,25,7,9,3,0,2,13,6,5,no,9,1,5,1,2,5,2,1
7th (45),4:49,3,-4,14,7,15,0,10,0,3,1,1,4,26,5,no,13,3,0,0,3,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:55,5,-4,0,3,8,48,0,0,3,2,4,16,10,3,no,9,1,7,1,1,0,2,3
2nd (59),4:22,13,-1,2,3,16,26,0,0,2,1,5,8,9,8,no,14,4,6,0,3,0,3,1
3rd (58),3:03,18,0,7,7,11,0,6,9,2,2,2,6,5,6,no,11,2,0,1,3,4,4,0
4th (56),4:28,3,-3,8,7,28,0,0,13,3,1,1,8,18,2,no,13,6,0,2,1,2,3,0
5th (55),4:39,7,0,3,20,21,0,4,0,4,0,2,10,12,5,no,8,4,0,0,3,4,3,0
6th (51),5:00,0,-2,2,10,8,10,0,23,3,1,3,18,8,5,no,12,2,3,3,2,1,2,1
7th (41),3:21,1,-5,9,5,18,0,9,4,3,0,4,4,8,4,no,10,4,0,1,2,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),5:18,12,-1,4,7,8,0,0,39,3,0,0,3,16,5,no,13,2,0,5,3,2,3,0
2nd (67),3:47,17,0,3,7,25,0,0,15,2,0,1,7,8,7,no,11,4,0,2,2,3,4,1
3rd (58),7:34,18,0,6,5,15,0,6,8,3,0,2,11,8,7,no,10,3,0,1,4,6,1,0
4th (54),3:10,14,-1,2,10,20,9,0,0,3,0,4,14,9,9,no,12,4,3,0,4,0,2,2
5th (51),3:59,0,-6,2,3,12,36,4,0,2,1,2,8,2,0,no,14,2,8,0,0,2,4,1
6th (43),3:03,0,-5,9,20,8,0,11,0,4,0,2,8,14,6,no,8,2,0,0,3,5,3,1
7th (39),4:33,0,-6,9,3,4,21,8,0,2,3,3,10,4,0,no,9,1,6,0,0,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:02,18,0,2,10,22,0,0,10,3,1,0,18,8,7,no,12,4,0,2,4,1,3,0
2nd (60),8:35,9,-3,3,3,6,36,3,3,3,1,4,12,6,3,no,9,1,4,2,2,4,2,1
3rd (55),3:39,0,-6,13,0,6,33,4,5,0,0,6,6,26,0,no,14,1,8,1,0,3,3,2
4th (54),7:35,13,0,7,7,11,0,6,10,2,0,1,4,9,7,no,11,3,0,2,3,4,4,0
5th (39),5:35,4,-2,0,0,17,18,2,0,2,0,5,4,0,4,no,13,4,6,0,2,2,1,1
6th (38),6:10,5,-5,4,10,14,5,5,0,3,0,3,6,6,6,yes,3,3,3,0,2,5,2,0
7th (38),7:52,5,-2,1,8,20,0,0,6,2,0,2,7,2,7,no,8,4,0,1,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:20,13,-1,8,20,0,0,14,10,4,0,4,2,8,6,no,8,0,0,1,3,7,3,0
2nd (64),4:03,17,0,1,3,39,0,4,0,1,0,2,22,6,7,no,11,8,0,0,3,4,2,0
3rd (59),5:03,13,0,5,7,13,0,3,18,3,0,1,4,6,8,no,13,3,0,2,4,3,3,0
4th (53),5:26,0,-6,4,2,10,43,0,0,1,2,5,6,5,0,no,14,2,9,0,0,1,2,2
5th (50),7:56,9,-2,2,5,21,2,3,10,2,0,1,7,10,6,no,10,4,2,1,3,1,3,2
6th (46),4:30,0,-6,6,3,5,38,0,0,3,1,3,6,20,3,no,9,1,7,0,1,3,2,2
7th (34),5:19,5,-4,2,10,6,9,0,6,3,1,2,10,2,8,no,12,1,2,2,3,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),7:28,16,-1,5,10,10,1,0,16,3,1,2,12,8,7,yes,5,2,1,2,3,4,1,1
2nd (55),6:56,18,0,1,10,16,0,0,10,3,0,1,8,13,8,yes,4,3,0,1,3,1,5,2
3rd (49),5:35,0,-5,8,10,20,0,3,13,3,0,0,10,10,2,yes,3,3,0,2,1,4,3,2
4th (47),5:03,0,-6,2,20,31,0,0,0,4,0,3,7,4,0,no,8,7,0,0,0,3,4,0
5th (43),11:50,16,0,3,3,18,0,3,0,2,3,1,10,6,8,yes,7,4,0,0,4,3,3,0
6th (41),6:07,1,-4,3,3,0,31,0,7,2,1,2,12,18,3,yes,2,0,6,1,2,1,3,2
7th (38),5:27,9,-2,8,10,8,0,5,0,3,2,2,6,6,6,yes,6,2,0,0,3,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),5:48,0,-3,7,10,27,0,0,16,3,0,1,10,15,2,no,12,6,0,2,1,2,3,1
2nd (53),5:57,6,-3,6,20,10,0,4,10,4,0,0,4,10,9,no,8,2,0,1,4,3,4,0
3rd (51),5:51,0,-3,3,3,7,31,3,7,3,2,5,22,6,2,no,9,2,6,1,1,4,1,0
4th (50),5:53,10,-1,8,7,17,0,9,0,2,0,2,6,8,7,no,11,3,0,0,3,6,3,1
5th (46),6:30,13,0,2,5,16,0,0,10,3,0,1,7,8,14,no,10,4,0,0,6,3,1,1
6th (43),7:02,9,-1,4,3,21,1,0,6,3,1,2,8,17,11,no,14,4,1,1,5,0,4,2
7th (41),5:46,6,-3,1,7,12,9,2,7,3,2,5,9,2,7,no,13,3,3,1,3,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),6:41,18,0,9,3,15,0,2,21,3,1,0,4,23,7,no,14,3,0,2,4,4,3,1
2nd (68),5:11,18,0,7,7,24,0,8,4,2,0,4,8,5,5,no,11,6,0,1,2,6,1,0
3rd (56),6:29,13,-1,9,10,4,0,5,16,3,1,0,13,12,8,no,12,1,0,2,4,3,2,2
4th (54),5:01,13,-2,7,7,24,0,5,0,3,1,1,4,18,10,no,13,4,0,0,4,1,5,0
5th (52),4:48,0,-6,0,20,11,10,0,17,4,0,0,20,12,0,no,8,2,3,2,0,1,5,1
6th (51),5:18,0,-6,4,3,3,38,9,0,2,1,6,11,0,0,no,9,1,7,1,0,7,0,1
7th (51),3:18,0,-5,0,5,6,36,0,9,3,3,6,10,0,2,no,10,1,8,0,1,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),5:29,11,-1,4,10,19,0,4,20,3,1,2,11,18,6,yes,4,4,0,2,2,2,4,0
2nd (54),5:12,17,0,1,5,8,0,6,17,3,0,2,7,3,8,no,10,2,0,2,4,4,2,1
3rd (51),4:08,10,-2,2,3,0,38,0,0,3,0,4,14,13,9,no,9,0,6,1,3,3,2,2
4th (51),6:02,0,-5,2,2,14,31,0,7,1,1,4,10,7,2,no,14,2,7,1,1,2,2,2
5th (50),5:23,6,-2,9,10,14,0,4,9,3,2,0,6,6,4,no,12,3,0,1,2,2,4,1
6th (50),5:09,11,-2,6,0,19,10,6,0,0,0,3,13,8,8,no,8,4,3,0,3,6,1,1
7th (46),5:34,0,-3,6,10,19,0,3,11,3,1,1,3,9,1,yes,6,4,0,2,1,3,4,0
